end_date,beta,se,p,ci_low,ci_high
2023-09-21,-1.116551285218797,0.24000082404323458,3.2828323135325816e-06,-1.5869529003435368,-0.6461496700940573
2023-09-28,-1.2258871124704251,0.24292075685417044,4.5009791536913605e-07,-1.7020117959045993,-0.749762429036251
2023-10-05,-1.378329717242473,0.23482185019667043,4.3663034742667255e-09,-1.8385805436279472,-0.918078890856999
2023-10-12,-1.4069882166124732,0.26503451303417247,1.1041103711644737e-07,-1.9264558621594512,-0.8875205710654952
2023-10-19,-1.4153932220035954,0.302307031231968,2.841275346484526e-06,-2.007915003218253,-0.8228714407889381
2023-10-26,-1.370054224490905,0.3313519543124206,3.553565075541103e-05,-2.0195040549432495,-0.7206043940385607
2023-11-02,-1.2763295330816904,0.3426299804575104,0.00019524098906777815,-1.9478842947784107,-0.6047747713849699
2023-11-09,-1.349489654995029,0.345041029827263,9.18770685683377e-05,-2.0257700734564645,-0.6732092365335937
2023-11-16,-1.3469439626378144,0.35791946181777856,0.0001677127346522912,-2.0484661078006603,-0.6454218174749684
2023-11-23,-1.2812728853341075,0.359224497315143,0.00036140179932926333,-1.9853529000717878,-0.5771928705964273
2023-11-30,-1.1945449256451866,0.361490829157571,0.0009514740250962775,-1.9030669507940257,-0.48602290049634733
2023-12-07,-1.2240310797653755,0.35082021721843304,0.00048473115975113215,-1.9116387055135042,-0.5364234540172468
2023-12-14,-1.076047215009756,0.3310466759057547,0.001152267539530496,-1.7248986997850353,-0.42719573023447677
2023-12-21,-0.9975295936754334,0.3256983073253793,0.0021931971616173827,-1.6358982760331768,-0.3591609113176899
2023-12-28,-0.9037757449408363,0.3030353583347257,0.002859885292636077,-1.4977250472768988,-0.309826442604774
2024-01-04,-0.8348105542157088,0.2907365308414066,0.004087039546106055,-1.4046541546648657,-0.2649669537665519
2024-01-11,-0.7844278060464343,0.27806002236385635,0.004786321073287661,-1.3294254498795928,-0.23943016221327584
2024-01-18,-0.741337429264689,0.28159418129313896,0.008472292470278186,-1.2932620245992412,-0.18941283393013675
2024-01-25,-0.5869896182380312,0.30616128993210406,0.05520539685245276,-1.1870657465049552,0.013086510028892717
2024-02-01,-0.4436891476440027,0.34946682064007495,0.20422095705265997,-1.1286441160985494,0.24126582081054415
2024-02-08,-0.31012899178731246,0.39918877379475937,0.43721890431598665,-1.0925389884250407,0.4722810048504159
2024-02-15,-0.039569569890251954,0.4572160122992511,0.9310335155551667,-0.935712953996784,0.8565738142162801
2024-02-22,0.20467443604035596,0.3929468931029799,0.6024570023298887,-0.5655014744414847,0.9748503465221966
2024-02-29,0.3064754007142628,0.36067391962027573,0.39547529086553457,-0.40044548174147754,1.0133962831700032
2024-03-07,0.3366544703951949,0.2933029084077001,0.25104917749035793,-0.23821923008389734,0.9115281708742872
2024-03-14,0.25287575167604925,0.2631946657562147,0.3366559547712148,-0.2629857932061316,0.7687372965582301
2024-03-21,0.14604821072162552,0.25077387807555274,0.5603039838923268,-0.3454685903064578,0.6375650117497089
2024-03-28,0.08530805053033082,0.2237539863988582,0.7030116390503107,-0.3532497628114313,0.5238658638720929
2024-04-04,0.020946805117950537,0.21256935802356114,0.9215026871549329,-0.3956891366082293,0.4375827468441304
2024-04-11,-0.028665749588551764,0.17957868326060528,0.8731742809497183,-0.3806399687793381,0.3233084696022345
2024-04-18,-0.08818552970227661,0.1735990867397867,0.61146468026512,-0.4284397397122585,0.2520686803077053
2024-04-25,-0.06626646922872005,0.15089314193096667,0.6605444682152888,-0.36201702741341474,0.22948408895597466
2024-05-02,-0.09392894664482655,0.13888376171266795,0.4988416979708278,-0.3661411196016557,0.1782832263120026
2024-05-09,-0.025357855289529774,0.11320800987667984,0.8227623820997295,-0.24724555464782225,0.1965298440687627
2024-05-16,-0.021637511364979684,0.08761013300703051,0.8049275828623546,-0.19335337205875947,0.1500783493288001
2024-05-23,-0.03350264811171022,0.08593803146083732,0.6966499936509262,-0.20194118977495137,0.13493589355153093
2024-05-30,-0.04890471309448806,0.0865147546825516,0.5718860610694614,-0.21847363227228916,0.12066420608331306
2024-06-06,-0.062384862506834796,0.08854022343913354,0.48106326875178174,-0.23592370044753652,0.11115397543386694
2024-06-13,-0.08846475299682174,0.09343519876073395,0.3437390282300039,-0.2715977425678603,0.09466823657421677
2024-06-20,-0.11455794732982896,0.09958884424432726,0.2500166108187343,-0.3097520820487104,0.08063618738905245
2024-06-27,-0.11675106597751894,0.09228576296728794,0.20583413423989683,-0.2976311613934033,0.0641290294383654
2024-07-04,-0.11383287541247854,0.07904164563596518,0.1498212101317354,-0.2687545008589703,0.0410887500340132
2024-07-11,-0.1329541355924105,0.07628959494722723,0.08137627657959015,-0.2824817416889759,0.016573470504154864
2024-07-18,-0.16636741893940074,0.07304158059259915,0.02274395915703452,-0.30952891690089507,-0.023205920977906414
2024-07-25,-0.19859672403718165,0.07335530523268816,0.006782761896740664,-0.34237312229325045,-0.05482032578111287
2024-08-01,-0.22302286118876746,0.07220153733011367,0.002009034262769635,-0.3645378743557902,-0.08150784802174468
2024-08-08,-0.26178535948066695,0.07221071081941642,0.00028862821494897315,-0.4033183526867231,-0.12025236627461075
2024-08-15,-0.3045875276323451,0.07334400741131729,3.283430297279689e-05,-0.44834178215852694,-0.16083327310616322
2024-08-22,-0.3347085393020618,0.07407415017258827,6.226144276785176e-06,-0.47989387364033476,-0.1895232049637888
2024-08-29,-0.3700281394493752,0.07277065934855648,3.67910000690579e-07,-0.5126586317725459,-0.2273976471262045
2024-09-05,-0.39212100772235386,0.07561041138895407,2.1477625584691446e-07,-0.5403174140447038,-0.2439246014000039
2024-09-12,-0.4394281768727928,0.06992166263423868,3.2874441520835797e-10,-0.5764746356359006,-0.30238171810968495
2024-09-19,-0.4791333347252316,0.06718294111510645,9.908580757470796e-13,-0.6108118993108402,-0.347454770139623
2024-09-26,-0.48805886418360483,0.07617125316376216,1.4803260013057755e-10,-0.6373545203845787,-0.338763207982631
2024-10-03,-0.5081095594019838,0.08622888277574749,3.80239430420456e-09,-0.6771181696424489,-0.33910094916151867
2024-10-10,-0.494534592821504,0.0994791237134445,6.652605662821508e-07,-0.6895136752998552,-0.2995555103431528
2024-10-17,-0.5090696661535591,0.12250029460026908,3.243488010648751e-05,-0.7491702435700864,-0.2689690887370317
2024-10-24,-0.5694381421955823,0.13012290728515383,1.2079057690732173e-05,-0.8244790404744837,-0.31439724391668084
