Date,Price,Returns,Energy_TWh_Annual,Market_Cap,Daily_Energy_Cost,Cumulative_Energy_Cost,CEIR,CEIR_winsorized,EPU,fear_greed,EPUREG
2018-01-02,14767.66,9.383997185341553,36.9645251843373,310120860000.0,5063633.58689552,10104051.570718698,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-03,15027.05,1.75647326658388,37.2159417164804,315568050000.0,5098074.207737042,15202125.77845574,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-04,14893.34,-0.8897954022911936,37.4856629940503,312760140000.0,5135022.327952096,20337148.10640784,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-05,16555.04,11.157336097879988,37.8028523313763,347655840000.0,5178472.922106342,25515621.028514177,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-08,14938.37,-9.765424909876383,39.026543612112,313705770000.0,5346101.864672877,30861722.893187054,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-09,14510.13,-2.8667116961221484,39.4402789802126,304712730000.0,5402777.942494876,36264500.83568193,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-10,14491.36,-0.1293579037541237,39.8440130152441,304318560000.0,5458083.974690973,41722584.8103729,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-11,13463.52,-7.092778041536474,40.2397317186025,282733920000.0,5512292.016246919,47234876.82661982,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-12,13763.0,2.22438114252439,40.6372987820845,289023000000.0,5566753.257819795,52801630.08443961,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-13,14170.41,2.9601830996148992,41.0450000676022,297578610000.0,5622602.748986604,58424232.833426215,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-14,13500.04,-4.730773492086671,41.4235024803634,283500840000.0,5674452.39457033,64098685.22799654,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-15,13939.58,3.255842204911974,41.7921787671279,292731180000.0,5724955.995496972,69823641.22349352,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-16,10753.3,-22.857790550360924,42.1049709936097,225819300000.0,5767804.245699958,75591445.46919347,-157.19089774797308,-157.19089774797308,160.967204823156,,185.1122855466294
2018-01-17,11387.79,5.900421266029987,42.3836365710552,239143590000.00003,5805977.612473316,81397423.08166678,-10.521340450062226,-10.521340450062226,160.967204823156,,185.1122855466294
2018-01-18,11605.0,1.9073937963379968,42.6910487781437,243705000000.0,5848088.873718316,87245511.9553851,42.466367804622806,42.466367804622806,160.967204823156,,185.1122855466294
2018-01-19,11350.0,-2.1973287376131023,43.0915766745499,238350000000.0,5902955.708842452,93148467.66422756,-17.713656932583774,-17.713656932583774,160.967204823156,,185.1122855466294
2018-01-20,12903.01,13.682907488986796,43.4363443128356,270963210000.0,5950184.152443234,99098651.8166708,92.45398957314474,92.45398957314474,160.967204823156,,185.1122855466294
2018-01-21,11451.99,-11.245593082544314,43.7384853100276,240491790000.0,5991573.330140767,105090225.14681156,4.679693085755282,4.679693085755282,160.967204823156,,185.1122855466294
2018-01-22,10350.0,-9.62269439634509,44.0165044758848,217350000000.0,6029658.147381481,111119883.29419304,-157.19089774797308,-157.19089774797308,160.967204823156,,185.1122855466294
2018-01-23,10980.59,6.092657004830926,44.2755960651011,230592390000.0,6065150.14590426,117185033.4400973,-80.27996173085522,-80.27996173085522,160.967204823156,,185.1122855466294
2018-01-24,11233.84,2.306342373224024,44.5404469935013,235910640000.0,6101431.095000179,123286464.53509748,-33.169577985877204,-33.169577985877204,160.967204823156,,185.1122855466294
2018-01-25,11245.8,0.1064640407910211,44.893631094183,236161800000.0,6149812.478655205,129436277.01375268,-29.65320147142535,-29.65320147142535,160.967204823156,,185.1122855466294
2018-01-26,10918.0,-2.914865994415683,45.1508123799576,229278000000.0,6185042.791775015,135621319.8055277,-79.05836645281629,-79.05836645281629,160.967204823156,,185.1122855466294
2018-01-27,11553.38,5.819564022714774,45.4092884111104,242620980000.0,6220450.467275399,141841770.2728031,18.47819577377708,18.47819577377708,160.967204823156,,185.1122855466294
2018-01-28,11642.56,0.7718953241389048,45.6407043766441,244493760000.0,6252151.284471795,148093921.55727488,30.34398679396205,30.34398679396205,160.967204823156,,185.1122855466294
2018-01-29,11200.01,-3.801139955473709,45.9258533606326,235200210000.0,6291212.789127753,154385134.34640265,-31.08971612014432,-31.08971612014432,160.967204823156,,185.1122855466294
2018-01-30,10082.0,-9.982223230157828,46.1587352628213,211722000000.0,6323114.419564562,160708248.76596722,-157.19089774797308,-157.19089774797308,160.967204823156,,185.1122855466294
2018-01-31,9969.99,-1.1109898829597342,46.4428331221129,209369790000.0,6362031.934536014,167070280.70050323,-157.19089774797308,-157.19089774797308,160.967204823156,,185.1122855466294
2018-02-01,9086.59,-8.860590632488098,46.6776889187068,190818390000.0,6394203.961466686,173464484.66196993,-157.19089774797308,-157.19089774797308,114.755558307192,30.0,131.9688920532708
2018-02-02,8561.81,-5.775323856364167,46.864760554738,179798010000.0,6419830.212977808,179884314.87494773,-157.19089774797308,-157.19089774797308,114.755558307192,15.0,131.9688920532708
2018-02-03,9145.85,6.821454809205063,47.0655262372319,192062850000.0,6447332.361264644,186331647.2362124,-157.19089774797308,-157.19089774797308,114.755558307192,40.0,131.9688920532708
2018-02-04,8437.21,-7.748213670681247,47.2599502576923,177181409999.99997,6473965.788724974,192805613.02493733,-157.19089774797308,-157.19089774797308,114.755558307192,24.0,131.9688920532708
2018-02-05,7092.0,-15.943777623171629,47.4172538718676,148932000000.0,6495514.229022959,199301127.25396028,-157.19089774797308,-157.19089774797308,114.755558307192,11.0,131.9688920532708
2018-02-06,7799.01,9.969120135363797,47.6539837298916,163779210000.0,6527942.97669748,205829070.23065776,-157.19089774797308,-157.19089774797308,114.755558307192,8.0,131.9688920532708
2018-02-07,8080.0,3.602893187725109,47.8257165758632,169680000000.0,6551468.024090849,212380538.2547486,-157.19089774797308,-157.19089774797308,114.755558307192,36.0,131.9688920532708
2018-02-08,8174.88,1.1742574257425753,48.0036424438473,171672480000.0,6575841.430664014,218956379.68541265,-157.19089774797308,-157.19089774797308,114.755558307192,30.0,131.9688920532708
2018-02-09,8548.31,4.568018123813422,48.1847662512116,179514510000.0,6600652.911124878,225557032.5965375,-157.19089774797308,-157.19089774797308,114.755558307192,44.0,131.9688920532708
2018-02-10,8273.76,-3.211745947444577,48.3662388051655,173748960000.0,6625512.165091165,232182544.76162863,-157.19089774797308,-157.19089774797308,114.755558307192,54.0,131.9688920532708
2018-02-11,8202.96,-0.8557173522074746,48.5399164211898,172262159999.99997,6649303.619341069,238831848.38096973,-157.19089774797308,-157.19089774797308,114.755558307192,31.0,131.9688920532708
2018-02-12,8833.93,7.69197948057776,48.8191991300953,185512530000.0,6687561.524670589,245519409.9056404,-157.19089774797308,-157.19089774797308,114.755558307192,42.0,131.9688920532708
2018-02-13,8556.44,-3.141184048322776,48.9997560983385,179685240000.0,6712295.355936781,252231705.2615772,-157.19089774797308,-157.19089774797308,114.755558307192,35.0,131.9688920532708
2018-02-14,9287.91,8.54876560812674,49.193922832251,195046110000.0,6738893.538664522,258970598.80024165,-157.19089774797308,-157.19089774797308,114.755558307192,55.0,131.9688920532708
2018-02-15,9868.25,6.248337893024369,49.4038661139031,207233250000.0,6767652.892315494,265738251.6925572,-123.30460440414546,-123.30460440414546,114.755558307192,71.0,131.9688920532708
2018-02-16,10082.33,2.16938160261444,49.6179060857603,211728930000.0,6796973.43640552,272535225.1289627,-103.73363658449006,-103.73363658449006,114.755558307192,67.0,131.9688920532708
2018-02-17,10863.0,7.742952273928738,49.8486136575279,228123000000.0,6828577.213359987,279363802.3423227,-42.51445570405839,-42.51445570405839,114.755558307192,74.0,131.9688920532708
2018-02-18,10757.8,-0.9684249286569192,50.0755112487692,225913800000.0,6859659.075173864,286223461.41749656,-49.21399500320261,-49.21399500320261,114.755558307192,63.0,131.9688920532708
2018-02-19,11079.4,2.9894588112811205,50.406512266498,232667400000.0,6905001.680342192,293128463.0978388,-25.014970987490106,-25.014970987490106,114.755558307192,67.0,131.9688920532708
2018-02-20,11706.54,5.660414823907445,50.6493910570438,245837340000.00003,6938272.747540247,300066735.845379,19.453472520219456,19.453472520219456,114.755558307192,74.0,131.9688920532708
2018-02-21,10302.57,-11.993039788015937,50.8777006109776,216353970000.0,6969548.0289010415,307036283.87428004,-77.01379687647005,-77.01379687647005,114.755558307192,54.0,131.9688920532708
2018-02-22,9933.5,-3.582310044969361,51.0913410661037,208603500000.0,6998813.844671739,314035097.71895176,-99.97767838070938,-99.97767838070938,114.755558307192,44.0,131.9688920532708
2018-02-23,9920.64,-0.1294609150853221,51.3034706800584,208333440000.0,7027872.695898412,321062970.4148502,-98.63037135389102,-98.63037135389102,114.755558307192,39.0,131.9688920532708
2018-02-24,9510.0,-4.139249080704466,51.5093543497167,199710000000.0,7056075.938317358,328119046.35316753,-122.79079939978332,-122.79079939978332,114.755558307192,31.0,131.9688920532708
2018-02-25,9367.24,-1.501156677181914,51.8157279634365,196712040000.0,7098044.926498151,335217091.2796657,-129.1341077948965,-129.1341077948965,114.755558307192,33.0,131.9688920532708
2018-02-26,10373.34,10.740623705595254,52.0307087156315,217840140000.0,7127494.344607055,342344585.6242728,-64.7296932112743,-64.7296932112743,114.755558307192,37.0,131.9688920532708
