Average electricity cost assumption: 0.05 USD/kWh,,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1279411200,2010-07-18T00:00:00,2.666175316136136e-05,2.244030891081248e-05,2.4439939527450977e-05,0.0002337169282124937,0.0001967117479121822,0.00021424050989763527
1279497600,2010-07-19T00:00:00,2.6816763943352878e-05,2.2570776318988676e-05,2.4582032739215682e-05,0.00023507575272743134,0.0001978554252122547,0.00021548609899196467
1279584000,2010-07-20T00:00:00,2.7230124311016476e-05,2.2918687961772202e-05,2.4960946396078426e-05,0.00023869926971037042,0.00020090521867289514,0.0002188076561080235
1279670400,2010-07-21T00:00:00,2.8444370713087138e-05,2.394067868351501e-05,2.607400555833333e-05,0.00024934335367092183,0.00020986398933969257,0.00022856473272435
1279756800,2010-07-22T00:00:00,2.8211855484805772e-05,2.3744978366378196e-05,2.5860866606666663e-05,0.0002473051251798074,0.00020814848035967124,0.00022669635667404002
1279843200,2010-07-23T00:00:00,2.8521875960945635e-05,2.4005912267129244e-05,2.6145052033006536e-05,0.00025002276467364946,0.00021043582693365496,0.00022918752612133527
1279929600,2010-07-24T00:00:00,2.8632597416429758e-05,2.409910282549505e-05,2.6246546696918762e-05,0.00025099334895242325,0.00021125273536828958,0.00023007722834518992
1280016000,2010-07-25T00:00:00,2.993911220245896e-05,2.5198752770402963e-05,2.744418520812325e-05,0.0002624462575667552,0.0002208922667853523,0.0002405757275344084
1280102400,2010-07-26T00:00:00,3.1467069490492796e-05,2.648478348783144e-05,2.8844812672268906e-05,0.00027584033115365985,0.00023216561205433042,0.00025285362788510923
1280188800,2010-07-27T00:00:00,3.234271396873896e-05,2.722178425702196e-05,2.9647486748739492e-05,0.00028351623064996575,0.00023862616079705452,0.00025988986883945044
1280275200,2010-07-28T00:00:00,3.24952407876168e-05,2.735016099624414e-05,2.9787302994397758e-05,0.00028485328074424887,0.00023975151129307614,0.0002611154980488908
1280361600,2010-07-29T00:00:00,3.3959803155745684e-05,2.858283432275261e-05,3.112981845070028e-05,0.00029769163446326664,0.0002505571256732494,0.00027288398853883865
1280448000,2010-07-30T00:00:00,3.508534516894272e-05,2.9530165517193454e-05,3.2161565259383747e-05,0.00030755813575095186,0.00025886143092371787,0.00028192828106375796
1280534400,2010-07-31T00:00:00,3.694717134281735e-05,3.1097202546871274e-05,3.386823919131653e-05,0.00032387890399113693,0.0002725980775258736,0.00029688898475108063
1280620800,2010-08-01T00:00:00,3.89513278915092e-05,3.278403430868691e-05,3.570538262885154e-05,0.0003414473402969696,0.0002873848447499495,0.0003129933841245126
1280707200,2010-08-02T00:00:00,4.0779119378457366e-05,3.432242547686828e-05,3.738085809887955e-05,0.0003574697604715572,0.0003008703817302273,0.0003276806020947781
1280793600,2010-08-03T00:00:00,4.2657383926026714e-05,3.590329813773916e-05,3.9102600539495797e-05,0.0003739346274955502,0.00031472831147542137,0.0003427733963292202
1280880000,2010-08-04T00:00:00,4.515963237481176e-05,3.80093572487999e-05,4.1396328202521e-05,0.00039586933739759985,0.0003331900256429799,0.00036288021302329924
1280966400,2010-08-05T00:00:00,4.675245709708872e-05,3.934998472338301e-05,4.285641747927171e-05,0.0004098320389130797,0.00034494196608517543,0.00037567935562329586
1281052800,2010-08-06T00:00:00,4.764544613057449e-05,4.010158382656686e-05,4.367499073081232e-05,0.0004176599807806158,0.000351530483823685,0.0003828549687463008
1281139200,2010-08-07T00:00:00,4.825652019603624e-05,4.06159044983305e-05,4.423514193753501e-05,0.00042301665603845367,0.0003560390188323652,0.0003877652542244319
1281225600,2010-08-08T00:00:00,4.9685264959528076e-05,4.181843134093613e-05,4.55448245907563e-05,0.00043554103263522315,0.0003665803691346461,0.00039924593236256975
1281312000,2010-08-09T00:00:00,5.0638040136319675e-05,4.2620350448069065e-05,4.641820180504201e-05,0.00044389305983497834,0.0003736099920277734,0.0004069019570229983
1281398400,2010-08-10T00:00:00,5.208060091711032e-05,4.383450577190119e-05,4.774054914033613e-05,0.00045653854763938906,0.0003842532775964858,0.00041849365376418654
